InstanceID,Actual,Predicted,Prob_Cured,Prob_Died,Is_Correct,Stage_Used
33089,1,1,0.3556,0.6444,1,Stage2_RF
33090,1,1,0.0533,0.9467,1,Stage2_RF
33091,1,1,0.1043,0.8957,1,Stage2_RF
33092,1,0,0.8759,0.1241,0,Stage2_RF
33093,1,1,0.0533,0.9467,1,Stage2_RF
33094,1,1,0.2943,0.7057,1,Stage2_RF
33095,1,1,0.3529,0.6471,1,Stage2_RF
33096,1,0,0.7249,0.2751,0,Stage2_RF
33097,1,1,0.2368,0.7632,1,Stage2_RF
33098,1,1,0.0892,0.9108,1,Stage2_RF
33099,1,1,0.0764,0.9236,1,Stage2_RF
33100,1,1,0.0882,0.9118,1,Stage2_RF
33101,1,1,0.3529,0.6471,1,Stage2_RF
33102,1,1,0.1352,0.8648,1,Stage2_RF
33103,1,1,0.1059,0.8941,1,Stage2_RF
33104,1,1,0.1734,0.8266,1,Stage2_RF
33105,1,0,0.9849,0.0151,0,Stage1_NB
33106,1,1,0.4610,0.5390,1,Stage2_RF
33107,1,1,0.4160,0.5840,1,Stage2_RF
33108,1,1,0.1059,0.8941,1,Stage2_RF
33109,1,1,0.3927,0.6073,1,Stage2_RF
33110,1,1,0.0608,0.9392,1,Stage2_RF
33111,1,0,0.7506,0.2494,0,Stage2_RF
33112,1,1,0.1432,0.8568,1,Stage2_RF
33113,1,0,0.7497,0.2503,0,Stage1_NB
33114,1,1,0.0892,0.9108,1,Stage2_RF
33115,1,1,0.0820,0.9180,1,Stage2_RF
33116,1,0,0.5011,0.4989,0,Stage2_RF
33117,1,1,0.3556,0.6444,1,Stage2_RF
33118,1,1,0.0533,0.9467,1,Stage2_RF
33119,1,1,0.0864,0.9136,1,Stage2_RF
33120,1,1,0.1395,0.8605,1,Stage2_RF
33121,1,0,0.9891,0.0109,0,Stage1_NB
33122,1,1,0.0884,0.9116,1,Stage2_RF
33123,1,1,0.0727,0.9273,1,Stage2_RF
33124,1,1,0.0963,0.9037,1,Stage2_RF
33125,1,1,0.4918,0.5082,1,Stage2_RF
33126,1,0,0.7249,0.2751,0,Stage2_RF
33127,1,1,0.0820,0.9180,1,Stage2_RF
33128,1,1,0.1114,0.8886,1,Stage2_RF
33129,1,1,0.0963,0.9037,1,Stage2_RF
33130,1,1,0.0431,0.9569,1,Stage2_RF
33131,1,1,0.3927,0.6073,1,Stage2_RF
33132,1,1,0.1214,0.8786,1,Stage2_RF
33133,1,0,0.5141,0.4859,0,Stage2_RF
33134,1,0,0.6241,0.3759,0,Stage2_RF
33135,1,0,0.6006,0.3994,0,Stage1_NB
33136,1,1,0.2015,0.7985,1,Stage2_RF
33137,1,0,0.8858,0.1142,0,Stage1_NB
33138,1,1,0.1338,0.8662,1,Stage2_RF
33139,1,1,0.0423,0.9577,1,Stage2_RF
33140,1,1,0.0431,0.9569,1,Stage2_RF
33141,1,1,0.1734,0.8266,1,Stage2_RF
33142,1,1,0.1532,0.8468,1,Stage2_RF
33143,1,1,0.0761,0.9239,1,Stage2_RF
33144,1,1,0.2015,0.7985,1,Stage2_RF
33145,1,0,0.6503,0.3497,0,Stage2_RF
33146,1,1,0.0566,0.9434,1,Stage2_RF
33147,1,1,0.0965,0.9035,1,Stage2_RF
33148,1,1,0.3649,0.6351,1,Stage2_RF
33149,1,0,0.8707,0.1293,0,Stage1_NB
33150,1,1,0.1187,0.8813,1,Stage2_RF
33151,1,0,0.6722,0.3278,0,Stage1_NB
33152,1,0,0.5560,0.4440,0,Stage2_RF
33153,1,0,0.5641,0.4359,0,Stage2_RF
33154,1,0,0.9359,0.0641,0,Stage1_NB
33155,1,1,0.0623,0.9377,1,Stage2_RF
33156,1,0,0.8315,0.1685,0,Stage1_NB
33157,1,1,0.0676,0.9324,1,Stage2_RF
33158,1,1,0.1658,0.8342,1,Stage2_RF
33159,1,1,0.1214,0.8786,1,Stage2_RF
33160,1,0,0.6411,0.3589,0,Stage2_RF
33161,1,0,0.6411,0.3589,0,Stage2_RF
33162,1,1,0.0643,0.9357,1,Stage2_RF
33163,1,1,0.3136,0.6864,1,Stage2_RF
33164,1,1,0.0727,0.9273,1,Stage2_RF
33165,1,1,0.4812,0.5188,1,Stage2_RF
33166,1,1,0.3556,0.6444,1,Stage2_RF
33167,1,1,0.0976,0.9024,1,Stage2_RF
33168,1,0,0.6615,0.3385,0,Stage2_RF
33169,1,1,0.0623,0.9377,1,Stage2_RF
33170,1,1,0.0882,0.9118,1,Stage2_RF
33171,1,1,0.3208,0.6792,1,Stage2_RF
33172,1,1,0.0764,0.9236,1,Stage2_RF
33173,1,1,0.0884,0.9116,1,Stage2_RF
33174,1,1,0.3599,0.6401,1,Stage2_RF
33175,1,1,0.3813,0.6187,1,Stage2_RF
33176,1,1,0.1059,0.8941,1,Stage2_RF
33177,1,0,0.5300,0.4700,0,Stage2_RF
33178,1,1,0.0672,0.9328,1,Stage2_RF
33179,1,1,0.1272,0.8728,1,Stage2_RF
33180,1,0,0.5953,0.4047,0,Stage2_RF
33181,1,1,0.0892,0.9108,1,Stage2_RF
33182,1,1,0.3924,0.6076,1,Stage2_RF
33183,1,1,0.4242,0.5758,1,Stage2_RF
33184,1,1,0.1043,0.8957,1,Stage2_RF
33185,1,0,0.5953,0.4047,0,Stage2_RF
33186,1,0,0.5810,0.4190,0,Stage2_RF
33187,1,0,0.6241,0.3759,0,Stage2_RF
33188,1,1,0.0533,0.9467,1,Stage2_RF
33189,1,1,0.2943,0.7057,1,Stage2_RF
33190,1,0,0.8858,0.1142,0,Stage1_NB
33191,1,1,0.3783,0.6217,1,Stage2_RF
33192,1,1,0.0996,0.9004,1,Stage2_RF
33193,1,1,0.4610,0.5390,1,Stage2_RF
33194,1,1,0.0882,0.9118,1,Stage2_RF
33195,1,1,0.3136,0.6864,1,Stage2_RF
33196,1,0,0.6029,0.3971,0,Stage2_RF
33197,1,1,0.2872,0.7128,1,Stage2_RF
33198,1,1,0.0566,0.9434,1,Stage2_RF
33199,1,1,0.1059,0.8941,1,Stage2_RF
33200,1,1,0.4333,0.5667,1,Stage2_RF
33201,1,1,0.0628,0.9372,1,Stage2_RF
33202,1,1,0.0771,0.9229,1,Stage2_RF
33203,1,1,0.3114,0.6886,1,Stage2_RF
33204,1,1,0.2015,0.7985,1,Stage2_RF
33205,1,1,0.3136,0.6864,1,Stage2_RF
33206,1,1,0.3813,0.6187,1,Stage2_RF
33207,1,1,0.1217,0.8783,1,Stage2_RF
33208,1,0,0.6072,0.3928,0,Stage2_RF
33209,1,0,0.5103,0.4897,0,Stage2_RF
33210,1,1,0.0892,0.9108,1,Stage2_RF
33211,1,0,0.5643,0.4357,0,Stage2_RF
33212,1,1,0.0566,0.9434,1,Stage2_RF
33213,1,1,0.0812,0.9188,1,Stage2_RF
33214,1,1,0.1272,0.8728,1,Stage2_RF
33215,1,0,0.6751,0.3249,0,Stage2_RF
33216,1,1,0.0675,0.9325,1,Stage2_RF
33217,1,1,0.4160,0.5840,1,Stage2_RF
33218,1,1,0.1483,0.8517,1,Stage2_RF
33219,1,1,0.4173,0.5827,1,Stage2_RF
33220,1,1,0.3136,0.6864,1,Stage2_RF
33221,1,1,0.4111,0.5889,1,Stage2_RF
33222,1,1,0.2368,0.7632,1,Stage2_RF
33223,1,1,0.3136,0.6864,1,Stage2_RF
33224,1,1,0.2015,0.7985,1,Stage2_RF
33225,1,1,0.3927,0.6073,1,Stage2_RF
33226,1,0,0.5200,0.4800,0,Stage2_RF
33227,1,1,0.3927,0.6073,1,Stage2_RF
33228,1,1,0.0820,0.9180,1,Stage2_RF
33229,1,1,0.0643,0.9357,1,Stage2_RF
33230,1,1,0.3649,0.6351,1,Stage2_RF
33231,1,1,0.3556,0.6444,1,Stage2_RF
33232,1,0,0.7942,0.2058,0,Stage1_NB
33233,1,0,0.5898,0.4102,0,Stage1_NB
33234,1,0,0.5641,0.4359,0,Stage2_RF
33235,1,1,0.3783,0.6217,1,Stage2_RF
33236,1,1,0.1532,0.8468,1,Stage2_RF
33237,1,1,0.3114,0.6886,1,Stage2_RF
33238,1,1,0.0765,0.9235,1,Stage2_RF
33239,1,1,0.0595,0.9405,1,Stage2_RF
33240,1,1,0.3783,0.6217,1,Stage2_RF
33241,1,1,0.0884,0.9116,1,Stage2_RF
33242,1,0,0.6412,0.3588,0,Stage2_RF
33243,1,1,0.3556,0.6444,1,Stage2_RF
33244,1,1,0.0823,0.9177,1,Stage2_RF
33245,1,1,0.0595,0.9405,1,Stage2_RF
33246,1,1,0.4160,0.5840,1,Stage2_RF
33247,1,1,0.4610,0.5390,1,Stage2_RF
33248,1,1,0.2903,0.7097,1,Stage2_RF
33249,1,1,0.0910,0.9090,1,Stage2_RF
33250,1,1,0.3136,0.6864,1,Stage2_RF
33251,1,1,0.3620,0.6380,1,Stage2_RF
33252,1,1,0.4727,0.5273,1,Stage2_RF
33253,1,1,0.0892,0.9108,1,Stage2_RF
33254,1,1,0.0910,0.9090,1,Stage2_RF
33255,1,1,0.3266,0.6734,1,Stage2_RF
33256,1,1,0.4242,0.5758,1,Stage2_RF
33257,1,1,0.2163,0.7837,1,Stage2_RF
33258,1,0,0.5019,0.4981,0,Stage2_RF
33259,1,0,0.6006,0.3994,0,Stage1_NB
33260,1,0,0.5200,0.4800,0,Stage2_RF
33261,1,1,0.0882,0.9118,1,Stage2_RF
33262,1,1,0.3665,0.6335,1,Stage2_RF
33263,1,0,0.6111,0.3889,0,Stage2_RF
33264,1,0,0.7506,0.2494,0,Stage2_RF
33265,1,1,0.3927,0.6073,1,Stage2_RF
33266,1,1,0.3620,0.6380,1,Stage2_RF
33267,1,0,0.6503,0.3497,0,Stage2_RF
33268,1,0,0.5300,0.4700,0,Stage2_RF
33269,1,1,0.0431,0.9569,1,Stage2_RF
33270,1,1,0.0910,0.9090,1,Stage2_RF
33271,1,1,0.4044,0.5956,1,Stage2_RF
33272,1,0,0.9345,0.0655,0,Stage1_NB
33273,1,0,0.7563,0.2437,0,Stage1_NB
33274,1,1,0.4903,0.5097,1,Stage2_RF
33275,1,0,0.5294,0.4706,0,Stage2_RF
33276,1,1,0.3620,0.6380,1,Stage2_RF
33277,1,1,0.0892,0.9108,1,Stage2_RF
33278,1,1,0.3927,0.6073,1,Stage2_RF
33279,1,1,0.0892,0.9108,1,Stage2_RF
33280,1,1,0.4044,0.5956,1,Stage2_RF
33281,1,0,0.6411,0.3589,0,Stage2_RF
33282,1,0,0.5810,0.4190,0,Stage2_RF
33283,1,1,0.2872,0.7128,1,Stage2_RF
33284,1,0,0.5096,0.4904,0,Stage2_RF
33285,1,1,0.3136,0.6864,1,Stage2_RF
33286,1,0,0.5200,0.4800,0,Stage2_RF
33287,1,1,0.0579,0.9421,1,Stage2_RF
33288,1,0,0.5308,0.4692,0,Stage2_RF
33289,1,0,0.6722,0.3278,0,Stage1_NB
33290,1,1,0.3783,0.6217,1,Stage2_RF
33291,1,1,0.4165,0.5835,1,Stage2_RF
33292,1,1,0.2877,0.7123,1,Stage2_RF
33293,1,0,0.6072,0.3928,0,Stage2_RF
33294,1,1,0.0481,0.9519,1,Stage2_RF
33295,1,1,0.3114,0.6886,1,Stage2_RF
33296,1,1,0.2872,0.7128,1,Stage2_RF
33297,1,1,0.0764,0.9236,1,Stage2_RF
33298,1,1,0.1059,0.8941,1,Stage2_RF
33299,1,1,0.0931,0.9069,1,Stage2_RF
33300,1,1,0.1054,0.8946,1,Stage2_RF
33301,1,1,0.1054,0.8946,1,Stage2_RF
33302,1,0,0.8635,0.1365,0,Stage1_NB
33303,1,1,0.3614,0.6386,1,Stage2_RF
33304,1,0,0.7701,0.2299,0,Stage2_RF
33305,1,0,0.5300,0.4700,0,Stage2_RF
33306,1,0,0.5200,0.4800,0,Stage2_RF
33307,1,1,0.2015,0.7985,1,Stage2_RF
33308,1,1,0.1043,0.8957,1,Stage2_RF
33309,1,1,0.1187,0.8813,1,Stage2_RF
33310,1,0,0.9641,0.0359,0,Stage1_NB
33311,1,1,0.0535,0.9465,1,Stage2_RF
33312,1,0,0.6217,0.3783,0,Stage2_RF
33313,1,0,0.6072,0.3928,0,Stage2_RF
33314,1,1,0.4242,0.5758,1,Stage2_RF
33315,1,1,0.0931,0.9069,1,Stage2_RF
33316,1,1,0.0765,0.9235,1,Stage2_RF
33317,1,1,0.0727,0.9273,1,Stage2_RF
33318,1,1,0.1059,0.8941,1,Stage2_RF
33319,1,1,0.0771,0.9229,1,Stage2_RF
33320,1,1,0.3136,0.6864,1,Stage2_RF
33321,1,1,0.3556,0.6444,1,Stage2_RF
33322,1,1,0.0533,0.9467,1,Stage2_RF
33323,1,0,0.6411,0.3589,0,Stage2_RF
33324,1,1,0.4160,0.5840,1,Stage2_RF
33325,1,0,0.5595,0.4405,0,Stage2_RF
33326,1,1,0.1217,0.8783,1,Stage2_RF
33327,1,0,0.5641,0.4359,0,Stage2_RF
33328,1,1,0.0503,0.9497,1,Stage2_RF
33329,1,1,0.0595,0.9405,1,Stage2_RF
33330,1,1,0.3266,0.6734,1,Stage2_RF
33331,1,1,0.3599,0.6401,1,Stage2_RF
33332,1,0,0.5200,0.4800,0,Stage2_RF
33333,1,1,0.1043,0.8957,1,Stage2_RF
33334,1,1,0.0976,0.9024,1,Stage2_RF
33335,1,1,0.1187,0.8813,1,Stage2_RF
33336,1,1,0.0639,0.9361,1,Stage2_RF
33337,1,0,0.6935,0.3065,0,Stage2_RF
33338,1,1,0.3620,0.6380,1,Stage2_RF
33339,1,1,0.1043,0.8957,1,Stage2_RF
33340,1,0,0.5993,0.4007,0,Stage2_RF
33341,1,1,0.4160,0.5840,1,Stage2_RF
33342,1,1,0.3783,0.6217,1,Stage2_RF
33343,1,1,0.0535,0.9465,1,Stage2_RF
33344,1,0,0.6241,0.3759,0,Stage2_RF
33345,1,1,0.4160,0.5840,1,Stage2_RF
33346,1,1,0.0771,0.9229,1,Stage2_RF
33347,1,0,0.5200,0.4800,0,Stage2_RF
33348,1,0,0.6722,0.3278,0,Stage1_NB
33349,1,0,0.9971,0.0029,0,Stage1_NB
33350,1,0,0.5019,0.4981,0,Stage2_RF
33351,1,1,0.4671,0.5329,1,Stage2_RF
33352,1,0,0.5300,0.4700,0,Stage2_RF
33353,1,0,0.6411,0.3589,0,Stage2_RF
33354,1,0,0.7942,0.2058,0,Stage1_NB
33355,1,0,0.9345,0.0655,0,Stage1_NB
33356,1,1,0.4160,0.5840,1,Stage2_RF
33357,1,0,0.6064,0.3936,0,Stage2_RF
33358,1,0,0.9891,0.0109,0,Stage1_NB
33359,1,0,0.5908,0.4092,0,Stage1_NB
33360,1,0,0.5200,0.4800,0,Stage2_RF
33361,1,1,0.3927,0.6073,1,Stage2_RF
33362,1,1,0.4160,0.5840,1,Stage2_RF
33363,1,1,0.0503,0.9497,1,Stage2_RF
33364,1,1,0.4812,0.5188,1,Stage2_RF
33365,1,0,0.8550,0.1450,0,Stage2_RF
33366,1,0,0.9725,0.0275,0,Stage1_NB
33367,1,1,0.1789,0.8211,1,Stage2_RF
33368,1,0,0.6736,0.3264,0,Stage2_RF
33369,1,1,0.3783,0.6217,1,Stage2_RF
33370,1,1,0.1532,0.8468,1,Stage2_RF
33371,1,1,0.0963,0.9037,1,Stage2_RF
33372,1,1,0.1517,0.8483,1,Stage2_RF
33373,1,1,0.4918,0.5082,1,Stage2_RF
33374,1,0,0.6064,0.3936,0,Stage2_RF
33375,1,0,0.6217,0.3783,0,Stage2_RF
33376,1,1,0.0608,0.9392,1,Stage2_RF
33377,1,0,0.5736,0.4264,0,Stage2_RF
33378,1,1,0.0533,0.9467,1,Stage2_RF
33379,1,1,0.0675,0.9325,1,Stage2_RF
33380,1,1,0.0976,0.9024,1,Stage2_RF
33381,1,1,0.0533,0.9467,1,Stage2_RF
33382,1,1,0.4242,0.5758,1,Stage2_RF
33383,1,1,0.4812,0.5188,1,Stage2_RF
33384,1,1,0.4812,0.5188,1,Stage2_RF
33385,1,1,0.0864,0.9136,1,Stage2_RF
33386,1,1,0.3599,0.6401,1,Stage2_RF
33387,1,1,0.4743,0.5257,1,Stage2_RF
33388,1,0,0.5261,0.4739,0,Stage2_RF
33389,1,1,0.1217,0.8783,1,Stage2_RF
33390,1,1,0.3114,0.6886,1,Stage2_RF
33391,1,1,0.3783,0.6217,1,Stage2_RF
33392,1,0,0.9345,0.0655,0,Stage1_NB
33393,1,1,0.0884,0.9116,1,Stage2_RF
33394,1,0,0.9919,0.0081,0,Stage1_NB
33395,1,0,0.5643,0.4357,0,Stage2_RF
33396,1,1,0.4160,0.5840,1,Stage2_RF
33397,1,0,0.8516,0.1484,0,Stage1_NB
33398,1,1,0.3114,0.6886,1,Stage2_RF
33399,1,1,0.3114,0.6886,1,Stage2_RF
33400,1,1,0.4044,0.5956,1,Stage2_RF
33401,1,1,0.2231,0.7769,1,Stage2_RF
33402,1,0,0.5469,0.4531,0,Stage2_RF
33403,1,1,0.0431,0.9569,1,Stage2_RF
33404,1,0,0.6064,0.3936,0,Stage2_RF
33405,1,1,0.4743,0.5257,1,Stage2_RF
33406,1,1,0.4044,0.5956,1,Stage2_RF
33407,1,1,0.4160,0.5840,1,Stage2_RF
33408,1,1,0.1043,0.8957,1,Stage2_RF
33409,1,1,0.4289,0.5711,1,Stage2_RF
33410,1,1,0.3114,0.6886,1,Stage2_RF
33411,1,0,0.9971,0.0029,0,Stage1_NB
33412,1,1,0.4165,0.5835,1,Stage2_RF
33413,1,0,0.6006,0.3994,0,Stage1_NB
33414,1,1,0.0864,0.9136,1,Stage2_RF
33415,1,0,0.8858,0.1142,0,Stage1_NB
33416,1,1,0.0771,0.9229,1,Stage2_RF
33417,1,1,0.3927,0.6073,1,Stage2_RF
33418,1,1,0.0727,0.9273,1,Stage2_RF
33419,1,0,0.7530,0.2470,0,Stage1_NB
33420,1,1,0.2015,0.7985,1,Stage2_RF
33421,1,1,0.4671,0.5329,1,Stage2_RF
33422,1,1,0.0820,0.9180,1,Stage2_RF
33423,1,1,0.0931,0.9069,1,Stage2_RF
33424,1,1,0.0481,0.9519,1,Stage2_RF
33425,1,1,0.4160,0.5840,1,Stage2_RF
33426,1,0,0.5294,0.4706,0,Stage2_RF
33427,1,0,0.6786,0.3214,0,Stage1_NB
33428,1,1,0.4671,0.5329,1,Stage2_RF
33429,1,1,0.0771,0.9229,1,Stage2_RF
33430,1,0,0.5520,0.4480,0,Stage2_RF
33431,1,0,0.5294,0.4706,0,Stage2_RF
33432,1,0,0.5282,0.4718,0,Stage2_RF
33433,1,1,0.4497,0.5503,1,Stage2_RF
33434,1,0,0.5931,0.4069,0,Stage2_RF
33435,1,1,0.0595,0.9405,1,Stage2_RF
33436,1,1,0.3498,0.6502,1,Stage2_RF
33437,1,0,0.9641,0.0359,0,Stage1_NB
33438,1,1,0.0892,0.9108,1,Stage2_RF
33439,1,1,0.1187,0.8813,1,Stage2_RF
33440,1,1,0.3813,0.6187,1,Stage2_RF
33441,1,1,0.0892,0.9108,1,Stage2_RF
33442,1,0,0.7166,0.2834,0,Stage2_RF
33443,1,0,0.7806,0.2194,0,Stage2_RF
33444,1,0,0.5953,0.4047,0,Stage2_RF
33445,1,1,0.0672,0.9328,1,Stage2_RF
33446,1,1,0.0884,0.9116,1,Stage2_RF
33447,1,1,0.3783,0.6217,1,Stage2_RF
33448,1,1,0.3266,0.6734,1,Stage2_RF
33449,1,1,0.1043,0.8957,1,Stage2_RF
33450,1,1,0.0676,0.9324,1,Stage2_RF
33451,1,1,0.0751,0.9249,1,Stage2_RF
33452,1,1,0.0963,0.9037,1,Stage2_RF
33453,1,1,0.0628,0.9372,1,Stage2_RF
33454,1,0,0.9453,0.0547,0,Stage1_NB
33455,1,0,0.6591,0.3409,0,Stage2_RF
33456,1,0,0.6192,0.3808,0,Stage2_RF
33457,1,1,0.0579,0.9421,1,Stage2_RF
33458,1,1,0.0676,0.9324,1,Stage2_RF
33459,1,1,0.4497,0.5503,1,Stage2_RF
33460,1,0,0.6503,0.3497,0,Stage2_RF
33461,1,1,0.1163,0.8837,1,Stage2_RF
33462,1,0,0.6503,0.3497,0,Stage2_RF
33463,1,1,0.0541,0.9459,1,Stage2_RF
33464,1,1,0.0727,0.9273,1,Stage2_RF
33465,1,1,0.0500,0.9500,1,Stage2_RF
33466,1,0,0.9725,0.0275,0,Stage1_NB
33467,1,1,0.2872,0.7128,1,Stage2_RF
33468,1,0,0.5200,0.4800,0,Stage2_RF
33469,1,1,0.0820,0.9180,1,Stage2_RF
33470,1,1,0.0963,0.9037,1,Stage2_RF
33471,1,1,0.0764,0.9236,1,Stage2_RF
33472,1,0,0.5993,0.4007,0,Stage2_RF
33473,1,0,0.6503,0.3497,0,Stage2_RF
33474,1,1,0.1054,0.8946,1,Stage2_RF
33475,1,0,0.6147,0.3853,0,Stage2_RF
33476,1,1,0.1163,0.8837,1,Stage2_RF
33477,1,1,0.0533,0.9467,1,Stage2_RF
33478,1,0,0.5011,0.4989,0,Stage2_RF
33479,1,1,0.4400,0.5600,1,Stage2_RF
33480,1,0,0.7875,0.2125,0,Stage1_NB
33481,1,0,0.5908,0.4092,0,Stage1_NB
33482,1,1,0.2163,0.7837,1,Stage2_RF
33483,1,1,0.2368,0.7632,1,Stage2_RF
33484,1,1,0.0882,0.9118,1,Stage2_RF
33485,1,1,0.3620,0.6380,1,Stage2_RF
33486,1,1,0.1601,0.8399,1,Stage2_RF
33487,1,0,0.8853,0.1147,0,Stage1_NB
33488,1,1,0.0533,0.9467,1,Stage2_RF
33489,1,1,0.1187,0.8813,1,Stage2_RF
33490,1,0,0.5353,0.4647,0,Stage2_RF
33491,1,0,0.5951,0.4049,0,Stage1_NB
33492,1,1,0.0765,0.9235,1,Stage2_RF
33493,1,1,0.0623,0.9377,1,Stage2_RF
33494,1,0,0.6411,0.3589,0,Stage2_RF
33495,1,1,0.3620,0.6380,1,Stage2_RF
33496,1,1,0.2015,0.7985,1,Stage2_RF
33497,1,1,0.1483,0.8517,1,Stage2_RF
33498,1,1,0.1059,0.8941,1,Stage2_RF
33499,1,0,0.5226,0.4774,0,Stage1_NB
33500,1,0,0.8516,0.1484,0,Stage1_NB
33501,1,0,0.5643,0.4357,0,Stage2_RF
33502,1,1,0.1187,0.8813,1,Stage2_RF
33503,1,1,0.1734,0.8266,1,Stage2_RF
33504,1,1,0.4160,0.5840,1,Stage2_RF
33505,1,0,0.6411,0.3589,0,Stage2_RF
33506,1,1,0.3783,0.6217,1,Stage2_RF
33507,1,1,0.0560,0.9440,1,Stage2_RF
33508,1,1,0.4610,0.5390,1,Stage2_RF
33509,1,1,0.0431,0.9569,1,Stage2_RF
33510,1,0,0.7306,0.2694,0,Stage1_NB
33511,1,0,0.9207,0.0793,0,Stage2_RF
33512,1,1,0.0864,0.9136,1,Stage2_RF
33513,1,1,0.2107,0.7893,1,Stage2_RF
33514,1,1,0.1976,0.8024,1,Stage2_RF
33515,1,1,0.0533,0.9467,1,Stage2_RF
33516,1,1,0.3114,0.6886,1,Stage2_RF
33517,1,1,0.0983,0.9017,1,Stage2_RF
33518,1,1,0.3889,0.6111,1,Stage2_RF
33519,1,1,0.3813,0.6187,1,Stage2_RF
33520,1,1,0.3927,0.6073,1,Stage2_RF
33521,1,0,0.5200,0.4800,0,Stage2_RF
33522,1,1,0.4729,0.5271,1,Stage2_RF
33523,1,0,0.8858,0.1142,0,Stage1_NB
33524,1,1,0.3813,0.6187,1,Stage2_RF
33525,1,1,0.0533,0.9467,1,Stage2_RF
33526,1,1,0.0764,0.9236,1,Stage2_RF
33527,1,1,0.0431,0.9569,1,Stage2_RF
33528,1,1,0.2903,0.7097,1,Stage2_RF
33529,1,1,0.0675,0.9325,1,Stage2_RF
33530,1,0,0.7506,0.2494,0,Stage2_RF
33531,1,1,0.0892,0.9108,1,Stage2_RF
33532,1,1,0.0000,1.0000,1,Stage2_RF
33533,1,1,0.0595,0.9405,1,Stage2_RF
33534,1,1,0.4881,0.5119,1,Stage2_RF
33535,1,0,0.5019,0.4981,0,Stage2_RF
33536,1,1,0.4607,0.5393,1,Stage2_RF
33537,1,1,0.0431,0.9569,1,Stage2_RF
33538,1,1,0.0535,0.9465,1,Stage2_RF
33539,1,1,0.0639,0.9361,1,Stage2_RF
33540,1,1,0.3599,0.6401,1,Stage2_RF
33541,1,0,0.9641,0.0359,0,Stage1_NB
33542,1,1,0.2120,0.7880,1,Stage2_RF
33543,1,0,0.5200,0.4800,0,Stage2_RF
33544,1,1,0.4125,0.5875,1,Stage2_RF
33545,1,1,0.2368,0.7632,1,Stage2_RF
33546,1,0,0.9891,0.0109,0,Stage1_NB
33547,1,1,0.4218,0.5782,1,Stage2_RF
33548,1,1,0.1827,0.8173,1,Stage2_RF
33549,1,0,0.6411,0.3589,0,Stage2_RF
33550,1,0,0.8707,0.1293,0,Stage1_NB
33551,1,0,0.5595,0.4405,0,Stage2_RF
33552,1,1,0.1059,0.8941,1,Stage2_RF
33553,1,1,0.0639,0.9361,1,Stage2_RF
33554,1,0,0.5643,0.4357,0,Stage2_RF
33555,1,1,0.3771,0.6229,1,Stage2_RF
33556,1,1,0.0983,0.9017,1,Stage2_RF
33557,1,0,0.5863,0.4137,0,Stage2_RF
33558,1,1,0.1059,0.8941,1,Stage2_RF
33559,1,1,0.0579,0.9421,1,Stage2_RF
33560,1,1,0.0751,0.9249,1,Stage2_RF
33561,1,1,0.0675,0.9325,1,Stage2_RF
33562,1,1,0.3813,0.6187,1,Stage2_RF
33563,1,1,0.4208,0.5792,1,Stage2_RF
33564,1,1,0.0608,0.9392,1,Stage2_RF
33565,1,1,0.3649,0.6351,1,Stage2_RF
33566,1,1,0.4044,0.5956,1,Stage2_RF
33567,1,1,0.0595,0.9405,1,Stage2_RF
33568,1,1,0.0595,0.9405,1,Stage2_RF
33569,1,1,0.0595,0.9405,1,Stage2_RF
33570,1,0,0.5810,0.4190,0,Stage2_RF
33571,1,0,0.5300,0.4700,0,Stage2_RF
33572,1,0,0.6411,0.3589,0,Stage2_RF
33573,1,1,0.3783,0.6217,1,Stage2_RF
33574,1,1,0.4242,0.5758,1,Stage2_RF
33575,1,1,0.4671,0.5329,1,Stage2_RF
33576,1,1,0.4712,0.5288,1,Stage2_RF
33577,1,1,0.4671,0.5329,1,Stage2_RF
33578,1,1,0.0899,0.9101,1,Stage2_RF
33579,1,1,0.3927,0.6073,1,Stage2_RF
33580,1,1,0.0639,0.9361,1,Stage2_RF
33581,1,1,0.2015,0.7985,1,Stage2_RF
33582,1,1,0.3114,0.6886,1,Stage2_RF
33583,1,1,0.3556,0.6444,1,Stage2_RF
33584,1,1,0.3620,0.6380,1,Stage2_RF
33585,1,1,0.0595,0.9405,1,Stage2_RF
33586,1,1,0.2815,0.7185,1,Stage2_RF
33587,1,1,0.4845,0.5155,1,Stage2_RF
33588,1,0,0.7506,0.2494,0,Stage2_RF
33589,1,1,0.0431,0.9569,1,Stage2_RF
33590,1,1,0.0882,0.9118,1,Stage2_RF
33591,1,1,0.3266,0.6734,1,Stage2_RF
33592,1,0,0.9635,0.0365,0,Stage1_NB
33593,1,0,0.7506,0.2494,0,Stage2_RF
33594,1,1,0.0675,0.9325,1,Stage2_RF
33595,1,1,0.2368,0.7632,1,Stage2_RF
33596,1,1,0.3599,0.6401,1,Stage2_RF
33597,1,1,0.3783,0.6217,1,Stage2_RF
33598,1,0,0.7506,0.2494,0,Stage2_RF
33599,1,0,0.6722,0.3278,0,Stage1_NB
33600,1,0,0.5270,0.4730,0,Stage2_RF
33601,1,1,0.3136,0.6864,1,Stage2_RF
33602,1,1,0.0579,0.9421,1,Stage2_RF
33603,1,1,0.4111,0.5889,1,Stage2_RF
33604,1,1,0.3927,0.6073,1,Stage2_RF
